year,5,6,7,8,9,10,11,12,13,14,15,16,17,18
2013,0.7445624802407957,0.6142195733090683,0.3408118344218073,0.27940785868673934,0.41489781274587234,0.3735992302639491,0.38465497970451246,0.3457567636463726,0.318811020957579,0.26684486727806506,0.2275391484439026,0.21154119475475397,0.20821051220177503,0.33236239709261783
2014,0.8468739200418437,0.6624632823043872,0.42760013448777345,0.3637164440283582,0.46050947504775847,0.42012953048507934,0.421072209109065,0.35232212361245036,0.3669645115434274,0.31819434865920254,0.2677454115517092,0.20971255512809314,0.19221530307706522,0.26108025488893927
2015,0.8695909203977418,0.6699191779842816,0.4443878344444902,0.3503294841801386,0.4641695502167535,0.40628959698471284,0.41733590048822916,0.3845329698154161,0.36988012086381117,0.31233778459762324,0.2493386439416005,0.1742196022587912,0.2172459327413083,0.2682088608749333
2016,1.089141237110781,0.8300983689047423,0.5376235061018908,0.4299094672749385,0.5400273143902232,0.48175968392146146,0.4436688085697643,0.4373730426085225,0.41382158672345143,0.35214834864976574,0.31679314867343916,0.2661786722274555,0.26109980277542555,0.40394785005865397
2017,0.8111999652990081,0.6468747596439736,0.4446301394410748,0.3366686063589203,0.47318302235542925,0.41485251788896677,0.4038859933237592,0.377828719196749,0.3656121165175248,0.30832286314042145,0.2676753263196617,0.19082908537356388,0.14045093873430395,0.16639614227239055
2018,0.8298296440788954,0.6641036477357929,0.4494169398907743,0.31581948062892795,0.4450566272202058,0.40449479636854385,0.4127793985797792,0.3684100014082596,0.36002550617342877,0.31053416990621396,0.25577795871830733,0.219515106999341,0.19044698587729095,0.158781135715184
2019,0.8489948226014183,0.6706855016205616,0.5202821796798377,0.39130381736472186,0.44960870048579077,0.41488099309639104,0.4075373360167233,0.3669877936474721,0.37636117833710814,0.3038892015577577,0.2696114210007113,0.1886386284845871,0.17995283296480016,0.1276781455671936
2020,0.9997841286548731,0.7557945849877843,0.5831898862009974,0.45722453859364154,0.49373468771093193,0.4589362591309007,0.4766595599972403,0.43915288691133836,0.4293885086524115,0.3925676330554344,0.33510545925035407,0.2628892878044331,0.24905531942341322,0.2848141833149004
2021,1.050790122351388,0.7797177169291964,0.6297999236599833,0.489829346597089,0.5308626738147465,0.5013028187110854,0.49307944736723003,0.4612325964322055,0.4429452161946791,0.3854540537666347,0.33027082683326775,0.29502515051050604,0.2145764891813155,0.3056140038315879
2022,1.0021195506430114,0.7582941687666033,0.6201633263722393,0.5018024474798103,0.5113214689226706,0.5005708683375121,0.4876226498656056,0.4631564752483355,0.43231459056088706,0.40714317613839546,0.3731751548651346,0.34268595379704986,0.26552496281502064,0.2843234515988586
